time,open,close,high,low
2013-10-01 00:00:00,0.98381,0.98297,0.98408,0.98269,0
2013-10-01 00:30:00,0.98297,0.98377,0.98393,0.98245,0
2013-10-01 01:00:00,0.98374,0.98417,0.98471,0.98356,0
2013-10-01 01:30:00,0.98416,0.98516,0.98520,0.98399,0
2013-10-01 02:00:00,0.98513,0.98598,0.98729,0.98501,0
2013-10-01 02:30:00,0.98599,0.98493,0.98602,0.98389,0
2013-10-01 03:00:00,0.98493,0.98343,0.98495,0.98187,0
2013-10-01 03:30:00,0.98343,0.98247,0.98350,0.98217,0
2013-10-01 04:00:00,0.98248,0.98330,0.98568,0.98122,0
2013-10-01 04:30:00,0.98330,0.98186,0.98357,0.98012,0
2013-10-01 05:00:00,0.98185,0.98124,0.98195,0.98062,0
2013-10-01 05:30:00,0.98124,0.98117,0.98204,0.98075,0
2013-10-01 06:00:00,0.98119,0.98098,0.98201,0.98094,0
2013-10-01 06:30:00,0.98096,0.97940,0.98208,0.97901,0
2013-10-01 07:00:00,0.97940,0.97959,0.98005,0.97838,0
2013-10-01 07:30:00,0.97957,0.97926,0.97979,0.97861,0
2013-10-01 08:00:00,0.97926,0.98004,0.98056,0.97916,0
2013-10-01 08:30:00,0.98003,0.98020,0.98055,0.97952,0
2013-10-01 09:00:00,0.98022,0.97801,0.98185,0.97662,0
2013-10-01 09:30:00,0.97801,0.97847,0.97877,0.97742,0
2013-10-01 10:00:00,0.97847,0.97761,0.97879,0.97738,0
2013-10-01 10:30:00,0.97761,0.97767,0.97779,0.97677,0
2013-10-01 11:00:00,0.97767,0.97787,0.97830,0.97730,0
2013-10-01 11:30:00,0.97787,0.97832,0.97839,0.97709,0
2013-10-01 12:00:00,0.97830,0.97784,0.97918,0.97729,0
2013-10-01 12:30:00,0.97786,0.98025,0.98040,0.97782,0
2013-10-01 13:00:00,0.98024,0.97895,0.98025,0.97818,0
2013-10-01 13:30:00,0.97894,0.98129,0.98137,0.97872,0
2013-10-01 14:00:00,0.98132,0.98259,0.98298,0.98056,0
2013-10-01 14:30:00,0.98259,0.98102,0.98298,0.98099,0
2013-10-01 15:00:00,0.98101,0.98051,0.98124,0.98002,0
2013-10-01 15:30:00,0.98050,0.98059,0.98077,0.97952,0
2013-10-01 16:00:00,0.98057,0.98116,0.98149,0.98038,0
2013-10-01 16:30:00,0.98116,0.98041,0.98125,0.98025,0
2013-10-01 17:00:00,0.98041,0.98039,0.98060,0.97989,0
2013-10-01 17:30:00,0.98038,0.98068,0.98095,0.98010,0
2013-10-01 18:00:00,0.98068,0.97929,0.98077,0.97912,0
2013-10-01 18:30:00,0.97928,0.97858,0.97928,0.97808,0
2013-10-01 19:00:00,0.97858,0.97839,0.97876,0.97800,0
2013-10-01 19:30:00,0.97838,0.97832,0.97851,0.97770,0
2013-10-01 20:00:00,0.97831,0.97948,0.97970,0.97829,0
2013-10-01 20:30:00,0.97950,0.98005,0.98042,0.97935,0
2013-10-01 21:00:00,0.98005,0.97989,0.98059,0.97980,0
2013-10-01 21:30:00,0.97989,0.98037,0.98043,0.97978,0
2013-10-01 22:00:00,0.98035,0.98005,0.98057,0.97999,0
2013-10-01 22:30:00,0.98005,0.98056,0.98059,0.97989,0
2013-10-01 23:00:00,0.98057,0.98010,0.98057,0.98001,0
2013-10-01 23:30:00,0.98011,0.97944,0.98045,0.97935,0
2013-10-02 00:00:00,0.97943,0.98039,0.98088,0.97912,0
2013-10-02 00:30:00,0.98039,0.98036,0.98079,0.98017,0
2013-10-02 01:00:00,0.98036,0.97940,0.98038,0.97892,0
2013-10-02 01:30:00,0.97940,0.97943,0.97959,0.97845,0
2013-10-02 02:00:00,0.97942,0.97841,0.97958,0.97817,0
2013-10-02 02:30:00,0.97841,0.97847,0.97848,0.97757,0
