time,open,close,high,low
2013-01-01 22:00:00,0.86717,0.86797,0.86797,0.86707,0
2013-01-01 22:30:00,0.86797,0.86781,0.86855,0.86765,0
2013-01-01 23:00:00,0.86780,0.86641,0.86780,0.86590,0
2013-01-01 23:30:00,0.86641,0.86622,0.86690,0.86615,0
2013-01-02 00:00:00,0.86623,0.86648,0.86652,0.86546,0
2013-01-02 00:30:00,0.86649,0.86762,0.86771,0.86623,0
2013-01-02 01:00:00,0.86762,0.86920,0.86928,0.86762,0
2013-01-02 01:30:00,0.86923,0.86941,0.86974,0.86906,0
2013-01-02 02:00:00,0.86941,0.86941,0.86960,0.86860,0
2013-01-02 02:30:00,0.86941,0.87164,0.87191,0.86939,0
2013-01-02 03:00:00,0.87164,0.87098,0.87192,0.87062,0
2013-01-02 03:30:00,0.87099,0.87244,0.87304,0.87095,0
2013-01-02 04:00:00,0.87244,0.87225,0.87288,0.87140,0
2013-01-02 04:30:00,0.87225,0.87149,0.87254,0.86988,0
2013-01-02 05:00:00,0.87149,0.87202,0.87230,0.87100,0
2013-01-02 05:30:00,0.87201,0.87189,0.87204,0.87132,0
2013-01-02 06:00:00,0.87189,0.87287,0.87334,0.87179,0
2013-01-02 06:30:00,0.87290,0.87251,0.87307,0.87209,0
2013-01-02 07:00:00,0.87248,0.87195,0.87274,0.87189,0
2013-01-02 07:30:00,0.87194,0.87224,0.87242,0.87150,0
2013-01-02 08:00:00,0.87225,0.87158,0.87231,0.87145,0
2013-01-02 08:30:00,0.87155,0.87154,0.87157,0.87110,0
2013-01-02 09:00:00,0.87155,0.87028,0.87167,0.87017,0
2013-01-02 09:30:00,0.87027,0.87097,0.87124,0.86989,0
2013-01-02 10:00:00,0.87096,0.87036,0.87106,0.87019,0
2013-01-02 10:30:00,0.87036,0.87040,0.87068,0.87016,0
2013-01-02 11:00:00,0.87040,0.87140,0.87210,0.87015,0
2013-01-02 11:30:00,0.87140,0.87118,0.87166,0.87104,0
2013-01-02 12:00:00,0.87118,0.87010,0.87121,0.86965,0
2013-01-02 12:30:00,0.87010,0.87024,0.87046,0.86991,0
2013-01-02 13:00:00,0.87024,0.87044,0.87072,0.86980,0
2013-01-02 13:30:00,0.87042,0.87105,0.87129,0.87015,0
2013-01-02 14:00:00,0.87104,0.87181,0.87197,0.87083,0
2013-01-02 14:30:00,0.87181,0.87226,0.87231,0.87108,0
2013-01-02 15:00:00,0.87236,0.87174,0.87236,0.87163,0
2013-01-02 15:30:00,0.87174,0.87180,0.87180,0.87059,0
2013-01-02 16:00:00,0.87180,0.87116,0.87186,0.87088,0
2013-01-02 16:30:00,0.87116,0.87103,0.87126,0.87067,0
2013-01-02 17:00:00,0.87103,0.87072,0.87127,0.87068,0
2013-01-02 17:30:00,0.87073,0.87106,0.87107,0.87070,0
2013-01-02 18:00:00,0.87106,0.87122,0.87132,0.87072,0
2013-01-02 18:30:00,0.87122,0.87135,0.87140,0.87099,0
2013-01-02 19:00:00,0.87135,0.87135,0.87140,0.87115,0
2013-01-02 19:30:00,0.87137,0.87124,0.87141,0.87109,0
2013-01-02 20:00:00,0.87123,0.87204,0.87220,0.87122,0
2013-01-02 20:30:00,0.87202,0.87263,0.87277,0.87200,0
2013-01-02 21:00:00,0.87266,0.87273,0.87279,0.87243,0
2013-01-02 21:30:00,0.87271,0.87346,0.87352,0.87248,0
2013-01-02 22:00:00,0.87342,0.87326,0.87351,0.87304,0
2013-01-02 22:30:00,0.87319,0.87342,0.87349,0.87310,0
2013-01-02 23:00:00,0.87337,0.87280,0.87364,0.87278,0
2013-01-02 23:30:00,0.87279,0.87285,0.87341,0.87273,0
2013-01-03 00:00:00,0.87283,0.87269,0.87291,0.87238,0
2013-01-03 00:30:00,0.87265,0.87181,0.87282,0.87178,0
2013-01-03 01:00:00,0.87181,0.87136,0.87213,0.87115,0
2013-01-03 01:30:00,0.87132,0.87152,0.87164,0.87094,0
2013-01-03 02:00:00,0.87152,0.87224,0.87235,0.87152,0
2013-01-03 02:30:00,0.87224,0.87265,0.87294,0.87174,0
2013-01-03 03:00:00,0.87266,0.87264,0.87319,0.87235,0
2013-01-03 03:30:00,0.87265,0.87248,0.87290,0.87241,0
2013-01-03 04:00:00,0.87246,0.87207,0.87246,0.87197,0
2013-01-03 04:30:00,0.87209,0.87245,0.87247,0.87206,0
2013-01-03 05:00:00,0.87245,0.87258,0.87270,0.87232,0
2013-01-03 05:30:00,0.87258,0.87256,0.87280,0.87254,0
2013-01-03 06:00:00,0.87256,0.87313,0.87313,0.87256,0
2013-01-03 06:30:00,0.87312,0.87247,0.87319,0.87229,0
2013-01-03 07:00:00,0.87248,0.87212,0.87303,0.87211,0
2013-01-03 07:30:00,0.87213,0.87152,0.87229,0.87129,0
2013-01-03 08:00:00,0.87152,0.87195,0.87198,0.87132,0
2013-01-03 08:30:00,0.87195,0.87140,0.87195,0.87103,0
2013-01-03 09:00:00,0.87141,0.87128,0.87176,0.87109,0
2013-01-03 09:30:00,0.87129,0.87139,0.87170,0.87111,0
2013-01-03 10:00:00,0.87141,0.87067,0.87150,0.87004,0
2013-01-03 10:30:00,0.87069,0.86902,0.87079,0.86887,0
2013-01-03 11:00:00,0.86901,0.86970,0.87054,0.86901,0
2013-01-03 11:30:00,0.86965,0.86861,0.86980,0.86860,0
2013-01-03 12:00:00,0.86861,0.86825,0.86926,0.86816,0
2013-01-03 12:30:00,0.86825,0.86863,0.86903,0.86816,0
