time,open,close,high,low
2011-10-02 21:00:00,0.77105,0.77134,0.77140,0.77060,0
2011-10-02 21:30:00,0.77141,0.77147,0.77200,0.77082,0
2011-10-02 22:00:00,0.77151,0.77260,0.77271,0.77110,0
2011-10-02 22:30:00,0.77260,0.77237,0.77260,0.77203,0
2011-10-02 23:00:00,0.77232,0.77192,0.77260,0.77179,0
2011-10-02 23:30:00,0.77192,0.77206,0.77222,0.77135,0
2011-10-03 00:00:00,0.77206,0.77132,0.77225,0.77113,0
2011-10-03 00:30:00,0.77134,0.77189,0.77201,0.77072,0
2011-10-03 01:00:00,0.77190,0.77092,0.77191,0.77066,0
2011-10-03 01:30:00,0.77093,0.77052,0.77107,0.77020,0
2011-10-03 02:00:00,0.77054,0.77010,0.77057,0.76986,0
2011-10-03 02:30:00,0.77011,0.76996,0.77032,0.76988,0
2011-10-03 03:00:00,0.76989,0.77006,0.77006,0.76969,0
2011-10-03 03:30:00,0.77006,0.76979,0.77049,0.76976,0
2011-10-03 04:00:00,0.76979,0.76987,0.77011,0.76979,0
2011-10-03 04:30:00,0.76985,0.77030,0.77039,0.76982,0
2011-10-03 05:00:00,0.77030,0.77045,0.77071,0.77024,0
2011-10-03 05:30:00,0.77043,0.77080,0.77099,0.77033,0
2011-10-03 06:00:00,0.77079,0.77052,0.77101,0.77031,0
2011-10-03 06:30:00,0.77053,0.76980,0.77059,0.76935,0
2011-10-03 07:00:00,0.76979,0.76810,0.76986,0.76765,0
2011-10-03 07:30:00,0.76810,0.76935,0.76935,0.76804,0
2011-10-03 08:00:00,0.76937,0.76898,0.76983,0.76857,0
2011-10-03 08:30:00,0.76898,0.76856,0.76948,0.76791,0
2011-10-03 09:00:00,0.76856,0.76898,0.76936,0.76834,0
2011-10-03 09:30:00,0.76897,0.76890,0.76944,0.76876,0
2011-10-03 10:00:00,0.76891,0.76966,0.76967,0.76868,0
2011-10-03 10:30:00,0.76965,0.76882,0.76968,0.76863,0
2011-10-03 11:00:00,0.76882,0.76869,0.76894,0.76823,0
2011-10-03 11:30:00,0.76870,0.76839,0.76883,0.76814,0
2011-10-03 12:00:00,0.76837,0.76828,0.76855,0.76782,0
2011-10-03 12:30:00,0.76824,0.76784,0.76844,0.76773,0
2011-10-03 13:00:00,0.76784,0.76786,0.76880,0.76771,0
2011-10-03 13:30:00,0.76787,0.76740,0.76800,0.76737,0
2011-10-03 14:00:00,0.76737,0.76573,0.76805,0.76520,0
2011-10-03 14:30:00,0.76575,0.76660,0.76687,0.76549,0
2011-10-03 15:00:00,0.76660,0.76719,0.76722,0.76639,0
2011-10-03 15:30:00,0.76713,0.76672,0.76732,0.76661,0
2011-10-03 16:00:00,0.76672,0.76726,0.76739,0.76664,0
2011-10-03 16:30:00,0.76726,0.76700,0.76736,0.76673,0
2011-10-03 17:00:00,0.76699,0.76627,0.76718,0.76620,0
2011-10-03 17:30:00,0.76627,0.76627,0.76630,0.76553,0
2011-10-03 18:00:00,0.76627,0.76668,0.76704,0.76623,0
2011-10-03 18:30:00,0.76670,0.76648,0.76706,0.76626,0
2011-10-03 19:00:00,0.76650,0.76583,0.76679,0.76537,0
2011-10-03 19:30:00,0.76584,0.76617,0.76642,0.76574,0
2011-10-03 20:00:00,0.76618,0.76662,0.76685,0.76596,0
2011-10-03 20:30:00,0.76662,0.76633,0.76680,0.76614,0
2011-10-03 21:00:00,0.76633,0.76578,0.76633,0.76538,0
2011-10-03 21:30:00,0.76578,0.76632,0.76650,0.76562,0
2011-10-03 22:00:00,0.76631,0.76663,0.76680,0.76620,0
2011-10-03 22:30:00,0.76663,0.76611,0.76668,0.76586,0
2011-10-03 23:00:00,0.76612,0.76659,0.76662,0.76568,0
2011-10-03 23:30:00,0.76661,0.76621,0.76678,0.76618,0
2011-10-04 00:00:00,0.76621,0.76648,0.76707,0.76600,0
2011-10-04 00:30:00,0.76650,0.76680,0.76739,0.76635,0
2011-10-04 01:00:00,0.76680,0.76722,0.76746,0.76677,0
2011-10-04 01:30:00,0.76719,0.76731,0.76741,0.76704,0
2011-10-04 02:00:00,0.76732,0.76697,0.76748,0.76670,0
2011-10-04 02:30:00,0.76697,0.76719,0.76741,0.76687,0
2011-10-04 03:00:00,0.76720,0.76686,0.76732,0.76683,0
2011-10-04 03:30:00,0.76687,0.76684,0.76712,0.76661,0
2011-10-04 04:00:00,0.76685,0.76693,0.76705,0.76673,0
2011-10-04 04:30:00,0.76691,0.76710,0.76716,0.76684,0
2011-10-04 05:00:00,0.76710,0.76670,0.76714,0.76656,0
2011-10-04 05:30:00,0.76669,0.76660,0.76681,0.76649,0
2011-10-04 06:00:00,0.76661,0.76664,0.76673,0.76613,0
2011-10-04 06:30:00,0.76665,0.76638,0.76709,0.76633,0
2011-10-04 07:00:00,0.76639,0.76646,0.76659,0.76546,0
2011-10-04 07:30:00,0.76645,0.76683,0.76690,0.76630,0
2011-10-04 08:00:00,0.76682,0.76691,0.76695,0.76646,0
2011-10-04 08:30:00,0.76691,0.76656,0.76707,0.76647,0
2011-10-04 09:00:00,0.76660,0.76640,0.76661,0.76612,0
2011-10-04 09:30:00,0.76641,0.76664,0.76683,0.76612,0
2011-10-04 10:00:00,0.76662,0.76654,0.76691,0.76645,0
2011-10-04 10:30:00,0.76652,0.76678,0.76688,0.76650,0
2011-10-04 11:00:00,0.76678,0.76681,0.76702,0.76663,0
2011-10-04 11:30:00,0.76681,0.76659,0.76717,0.76648,0
2011-10-04 12:00:00,0.76656,0.76783,0.76800,0.76651,0
2011-10-04 12:30:00,0.76783,0.76729,0.76787,0.76729,0
2011-10-04 13:00:00,0.76727,0.76761,0.76773,0.76681,0
2011-10-04 13:30:00,0.76760,0.76777,0.76778,0.76730,0
2011-10-04 14:00:00,0.76776,0.76738,0.76792,0.76687,0
2011-10-04 14:30:00,0.76739,0.76713,0.76761,0.76696,0
2011-10-04 15:00:00,0.76715,0.76859,0.76869,0.76709,0
2011-10-04 15:30:00,0.76859,0.76865,0.76932,0.76857,0
2011-10-04 16:00:00,0.76864,0.76875,0.76893,0.76827,0
2011-10-04 16:30:00,0.76875,0.76842,0.76911,0.76833,0
2011-10-04 17:00:00,0.76842,0.76871,0.76877,0.76823,0
2011-10-04 17:30:00,0.76871,0.76923,0.76927,0.76863,0
2011-10-04 18:00:00,0.76924,0.76934,0.76988,0.76918,0
2011-10-04 18:30:00,0.76934,0.76931,0.76951,0.76914,0
2011-10-04 19:00:00,0.76932,0.76970,0.76977,0.76932,0
2011-10-04 19:30:00,0.76970,0.76915,0.76980,0.76879,0
2011-10-04 20:00:00,0.76916,0.76838,0.76957,0.76836,0
2011-10-04 20:30:00,0.76838,0.76822,0.76918,0.76793,0
2011-10-04 21:00:00,0.76821,0.76897,0.76906,0.76816,0
2011-10-04 21:30:00,0.76896,0.76857,0.76937,0.76852,0
2011-10-04 22:00:00,0.76858,0.76786,0.76894,0.76782,0
2011-10-04 22:30:00,0.76786,0.76785,0.76801,0.76751,0
2011-10-04 23:00:00,0.76786,0.76848,0.76866,0.76774,0
