time,open,close,high,low
2012-07-01 21:00:00,0.79869,0.79918,0.79926,0.79844,0
2012-07-01 21:30:00,0.79918,0.79935,0.79945,0.79916,0
2012-07-01 22:00:00,0.79935,0.79875,0.79985,0.79867,0
2012-07-01 22:30:00,0.79876,0.79890,0.79931,0.79868,0
2012-07-01 23:00:00,0.79889,0.79976,0.79980,0.79881,0
2012-07-01 23:30:00,0.79977,0.79847,0.79979,0.79822,0
2012-07-02 00:00:00,0.79847,0.79771,0.79861,0.79739,0
2012-07-02 00:30:00,0.79770,0.79771,0.79788,0.79751,0
2012-07-02 01:00:00,0.79770,0.79841,0.79866,0.79766,0
2012-07-02 01:30:00,0.79841,0.79820,0.79845,0.79794,0
2012-07-02 02:00:00,0.79821,0.79787,0.79844,0.79775,0
2012-07-02 02:30:00,0.79787,0.79773,0.79795,0.79755,0
2012-07-02 03:00:00,0.79773,0.79759,0.79780,0.79749,0
2012-07-02 03:30:00,0.79759,0.79789,0.79813,0.79754,0
2012-07-02 04:00:00,0.79787,0.79764,0.79787,0.79754,0
2012-07-02 04:30:00,0.79763,0.79758,0.79783,0.79751,0
2012-07-02 05:00:00,0.79758,0.79618,0.79771,0.79600,0
2012-07-02 05:30:00,0.79619,0.79542,0.79649,0.79505,0
2012-07-02 06:00:00,0.79542,0.79588,0.79602,0.79530,0
2012-07-02 06:30:00,0.79588,0.79619,0.79647,0.79582,0
2012-07-02 07:00:00,0.79619,0.79609,0.79627,0.79558,0
2012-07-02 07:30:00,0.79612,0.79641,0.79655,0.79602,0
2012-07-02 08:00:00,0.79641,0.79698,0.79718,0.79625,0
2012-07-02 08:30:00,0.79698,0.79672,0.79741,0.79656,0
2012-07-02 09:00:00,0.79672,0.79585,0.79770,0.79579,0
2012-07-02 09:30:00,0.79584,0.79546,0.79616,0.79454,0
2012-07-02 10:00:00,0.79546,0.79620,0.79638,0.79525,0
2012-07-02 10:30:00,0.79620,0.79644,0.79663,0.79620,0
2012-07-02 11:00:00,0.79639,0.79746,0.79785,0.79619,0
2012-07-02 11:30:00,0.79748,0.79767,0.79774,0.79716,0
2012-07-02 12:00:00,0.79767,0.79767,0.79841,0.79749,0
2012-07-02 12:30:00,0.79763,0.79727,0.79835,0.79706,0
2012-07-02 13:00:00,0.79727,0.79746,0.79770,0.79701,0
2012-07-02 13:30:00,0.79746,0.79783,0.79790,0.79733,0
2012-07-02 14:00:00,0.79781,0.79479,0.79781,0.79450,0
2012-07-02 14:30:00,0.79479,0.79345,0.79479,0.79340,0
2012-07-02 15:00:00,0.79345,0.79374,0.79401,0.79317,0
2012-07-02 15:30:00,0.79375,0.79422,0.79453,0.79372,0
2012-07-02 16:00:00,0.79422,0.79434,0.79453,0.79409,0
2012-07-02 16:30:00,0.79435,0.79420,0.79461,0.79415,0
2012-07-02 17:00:00,0.79419,0.79418,0.79431,0.79409,0
2012-07-02 17:30:00,0.79418,0.79431,0.79446,0.79418,0
2012-07-02 18:00:00,0.79431,0.79456,0.79477,0.79421,0
2012-07-02 18:30:00,0.79456,0.79485,0.79506,0.79449,0
2012-07-02 19:00:00,0.79487,0.79479,0.79500,0.79468,0
2012-07-02 19:30:00,0.79479,0.79530,0.79534,0.79479,0
2012-07-02 20:00:00,0.79530,0.79527,0.79533,0.79507,0
2012-07-02 20:30:00,0.79527,0.79521,0.79537,0.79502,0
2012-07-02 21:00:00,0.79521,0.79511,0.79523,0.79497,0
2012-07-02 21:30:00,0.79511,0.79527,0.79540,0.79503,0
2012-07-02 22:00:00,0.79525,0.79490,0.79526,0.79480,0
2012-07-02 22:30:00,0.79490,0.79459,0.79505,0.79445,0
