time,open,close,high,low
2009-04-01 00:00:00,0.99340,0.98715,0.99340,0.98230,0
2009-04-01 00:30:00,0.98715,0.98790,0.99020,0.98650,0
2009-04-01 01:00:00,0.98795,0.99170,0.99260,0.98780,0
2009-04-01 01:30:00,0.99165,0.98995,0.99180,0.98975,0
2009-04-01 02:00:00,0.98995,0.98830,0.98995,0.98750,0
2009-04-01 02:30:00,0.98825,0.98825,0.98900,0.98730,0
2009-04-01 03:00:00,0.98825,0.98735,0.98845,0.98720,0
2009-04-01 03:30:00,0.98735,0.98695,0.98830,0.98525,0
2009-04-01 04:00:00,0.98695,0.98460,0.98705,0.98380,0
2009-04-01 04:30:00,0.98460,0.98575,0.98615,0.98450,0
2009-04-01 05:00:00,0.98575,0.98780,0.98865,0.98480,0
2009-04-01 05:30:00,0.98780,0.98820,0.98865,0.98690,0
2009-04-01 06:00:00,0.98825,0.98785,0.98845,0.98635,0
2009-04-01 06:30:00,0.98780,0.98845,0.98985,0.98705,0
2009-04-01 07:00:00,0.98845,0.98740,0.98970,0.98710,0
2009-04-01 07:30:00,0.98740,0.98625,0.98830,0.98545,0
2009-04-01 08:00:00,0.98625,0.98860,0.98895,0.98595,0
2009-04-01 08:30:00,0.98860,0.98910,0.99010,0.98785,0
2009-04-01 09:00:00,0.98905,0.98915,0.98940,0.98805,0
2009-04-01 09:30:00,0.98915,0.99105,0.99170,0.98845,0
2009-04-01 10:00:00,0.99105,0.99020,0.99135,0.98940,0
2009-04-01 10:30:00,0.99015,0.99015,0.99075,0.98940,0
2009-04-01 11:00:00,0.99015,0.98930,0.99020,0.98805,0
2009-04-01 11:30:00,0.98925,0.98815,0.98995,0.98690,0
2009-04-01 12:00:00,0.98820,0.98785,0.98870,0.98580,0
2009-04-01 12:30:00,0.98785,0.98545,0.98795,0.98475,0
2009-04-01 13:00:00,0.98545,0.98515,0.98570,0.98380,0
2009-04-01 13:30:00,0.98520,0.98650,0.98715,0.98515,0
2009-04-01 14:00:00,0.98650,0.98980,0.99000,0.98650,0
2009-04-01 14:30:00,0.98980,0.98825,0.99065,0.98810,0
2009-04-01 15:00:00,0.98825,0.98860,0.98940,0.98785,0
2009-04-01 15:30:00,0.98860,0.98940,0.99005,0.98845,0
2009-04-01 16:00:00,0.98940,0.98885,0.98985,0.98845,0
2009-04-01 16:30:00,0.98880,0.98540,0.98885,0.98490,0
2009-04-01 17:00:00,0.98535,0.98645,0.98675,0.98535,0
