2013-01-01 22:00:00,1.31962,1.32074,1.32080,1.31955,0
2013-01-01 22:30:00,1.32081,1.32079,1.32211,1.32061,0
2013-01-01 23:00:00,1.32073,1.31974,1.32091,1.31898,0
2013-01-01 23:30:00,1.31973,1.31990,1.32013,1.31948,0
2013-01-02 00:00:00,1.31981,1.31976,1.32034,1.31923,0
2013-01-02 00:30:00,1.31976,1.32078,1.32136,1.31958,0
2013-01-02 01:00:00,1.32079,1.32189,1.32192,1.32079,0
2013-01-02 01:30:00,1.32188,1.32724,1.32784,1.32185,0
2013-01-02 02:00:00,1.32725,1.32821,1.32875,1.32722,0
2013-01-02 02:30:00,1.32821,1.32950,1.33003,1.32779,0
2013-01-02 03:00:00,1.32950,1.32802,1.32970,1.32760,0
2013-01-02 03:30:00,1.32802,1.32873,1.32968,1.32802,0
2013-01-02 04:00:00,1.32873,1.32704,1.32906,1.32626,0
2013-01-02 04:30:00,1.32705,1.32618,1.32743,1.32535,0
2013-01-02 05:00:00,1.32616,1.32601,1.32738,1.32570,0
2013-01-02 05:30:00,1.32605,1.32672,1.32725,1.32597,0
2013-01-02 06:00:00,1.32673,1.32751,1.32775,1.32669,0
2013-01-02 06:30:00,1.32751,1.32725,1.32759,1.32689,0
2013-01-02 07:00:00,1.32726,1.32935,1.32937,1.32699,0
2013-01-02 07:30:00,1.32935,1.32743,1.32938,1.32738,0
2013-01-02 08:00:00,1.32737,1.32801,1.32823,1.32683,0
2013-01-02 08:30:00,1.32801,1.32805,1.32920,1.32750,0
2013-01-02 09:00:00,1.32807,1.32614,1.32873,1.32585,0
2013-01-02 09:30:00,1.32614,1.32652,1.32678,1.32528,0
2013-01-02 10:00:00,1.32648,1.32411,1.32655,1.32349,0
2013-01-02 10:30:00,1.32411,1.32459,1.32502,1.32330,0
2013-01-02 11:00:00,1.32461,1.32388,1.32558,1.32344,0
2013-01-02 11:30:00,1.32388,1.32497,1.32520,1.32386,0
2013-01-02 12:00:00,1.32498,1.32731,1.32765,1.32498,0
2013-01-02 12:30:00,1.32731,1.32678,1.32802,1.32653,0
2013-01-02 13:00:00,1.32678,1.32642,1.32742,1.32581,0
2013-01-02 13:30:00,1.32643,1.32489,1.32696,1.32464,0
2013-01-02 14:00:00,1.32489,1.32411,1.32543,1.32376,0
2013-01-02 14:30:00,1.32411,1.32559,1.32580,1.32396,0
2013-01-02 15:00:00,1.32559,1.32545,1.32607,1.32462,0
2013-01-02 15:30:00,1.32544,1.32400,1.32586,1.32385,0
2013-01-02 16:00:00,1.32398,1.31936,1.32427,1.31856,0
2013-01-02 16:30:00,1.31936,1.31954,1.32000,1.31856,0
2013-01-02 17:00:00,1.31955,1.31694,1.31955,1.31585,0
2013-01-02 17:30:00,1.31695,1.31695,1.31746,1.31618,0
2013-01-02 18:00:00,1.31695,1.31729,1.31733,1.31582,0
2013-01-02 18:30:00,1.31729,1.31648,1.31748,1.31648,0
2013-01-02 19:00:00,1.31648,1.31708,1.31739,1.31577,0
2013-01-02 19:30:00,1.31708,1.31759,1.31766,1.31667,0
2013-01-02 20:00:00,1.31759,1.31783,1.31805,1.31759,0
2013-01-02 20:30:00,1.31785,1.31860,1.31860,1.31759,0
2013-01-02 21:00:00,1.31865,1.31876,1.31904,1.31833,0
2013-01-02 21:30:00,1.31878,1.31864,1.31887,1.31826,0
2013-01-02 22:00:00,1.31864,1.31861,1.31892,1.31794,0
2013-01-02 22:30:00,1.31862,1.31908,1.31908,1.31853,0
2013-01-02 23:00:00,1.31901,1.31779,1.31902,1.31778,0
2013-01-02 23:30:00,1.31779,1.31842,1.31845,1.31777,0
2013-01-03 00:00:00,1.31843,1.31878,1.31900,1.31815,0
2013-01-03 00:30:00,1.31876,1.31833,1.31890,1.31827,0
2013-01-03 01:00:00,1.31831,1.31652,1.31859,1.31635,0
2013-01-03 01:30:00,1.31652,1.31713,1.31717,1.31646,0
2013-01-03 02:00:00,1.31714,1.31703,1.31744,1.31674,0
2013-01-03 02:30:00,1.31703,1.31277,1.31711,1.31277,0
2013-01-03 03:00:00,1.31276,1.31324,1.31351,1.31247,0
2013-01-03 03:30:00,1.31324,1.31393,1.31414,1.31306,0
2013-01-03 04:00:00,1.31392,1.31397,1.31422,1.31373,0
2013-01-03 04:30:00,1.31398,1.31382,1.31406,1.31375,0
2013-01-03 05:00:00,1.31381,1.31372,1.31412,1.31329,0
2013-01-03 05:30:00,1.31371,1.31394,1.31402,1.31352,0
2013-01-03 06:00:00,1.31393,1.31465,1.31474,1.31393,0
2013-01-03 06:30:00,1.31465,1.31461,1.31512,1.31438,0
2013-01-03 07:00:00,1.31460,1.31476,1.31492,1.31409,0
2013-01-03 07:30:00,1.31477,1.31349,1.31530,1.31345,0
2013-01-03 08:00:00,1.31350,1.31477,1.31542,1.31349,0
2013-01-03 08:30:00,1.31476,1.31646,1.31684,1.31455,0
2013-01-03 09:00:00,1.31647,1.31593,1.31701,1.31591,0
2013-01-03 09:30:00,1.31592,1.31475,1.31597,1.31459,0
2013-01-03 10:00:00,1.31473,1.31137,1.31489,1.31087,0
2013-01-03 10:30:00,1.31137,1.30965,1.31148,1.30947,0
2013-01-03 11:00:00,1.30966,1.31100,1.31136,1.30947,0
2013-01-03 11:30:00,1.31099,1.31133,1.31181,1.31055,0
2013-01-03 12:00:00,1.31133,1.30965,1.31138,1.30830,0
2013-01-03 12:30:00,1.30962,1.30986,1.31045,1.30921,0
2013-01-03 13:00:00,1.30986,1.30985,1.31047,1.30869,0
2013-01-03 13:30:00,1.30981,1.31113,1.31113,1.30968,0
2013-01-03 14:00:00,1.31112,1.31086,1.31152,1.31054,0
2013-01-03 14:30:00,1.31086,1.31009,1.31086,1.30951,0
2013-01-03 15:00:00,1.31007,1.31079,1.31161,1.31001,0
2013-01-03 15:30:00,1.31077,1.30954,1.31116,1.30892,0
2013-01-03 16:00:00,1.30956,1.31101,1.31214,1.30943,0
2013-01-03 16:30:00,1.31101,1.31099,1.31132,1.31079,0
2013-01-03 17:00:00,1.31101,1.31130,1.31138,1.31054,0
2013-01-03 17:30:00,1.31130,1.31118,1.31137,1.31087,0
2013-01-03 18:00:00,1.31118,1.31100,1.31127,1.31098,0
2013-01-03 18:30:00,1.31096,1.31062,1.31121,1.31062,0
2013-01-03 19:00:00,1.31062,1.30668,1.31064,1.30599,0
2013-01-03 19:30:00,1.30667,1.30616,1.30690,1.30582,0
2013-01-03 20:00:00,1.30617,1.30576,1.30652,1.30536,0
2013-01-03 20:30:00,1.30576,1.30548,1.30588,1.30488,0
2013-01-03 21:00:00,1.30546,1.30527,1.30555,1.30472,0
2013-01-03 21:30:00,1.30527,1.30495,1.30540,1.30482,0
2013-01-03 22:00:00,1.30495,1.30430,1.30530,1.30415,0
2013-01-03 22:30:00,1.30430,1.30391,1.30463,1.30259,0
