time,open,close,high,low
2014-10-01 00:00:00,1.09666,1.09633,1.09671,1.09596,0
2014-10-01 00:30:00,1.09634,1.09735,1.09763,1.09618,0
2014-10-01 01:00:00,1.09736,1.09850,1.09875,1.09726,0
2014-10-01 01:30:00,1.09851,1.09866,1.09941,1.09847,0
2014-10-01 02:00:00,1.09865,1.09936,1.10093,1.09836,0
2014-10-01 02:30:00,1.09939,1.09935,1.09990,1.09869,0
2014-10-01 03:00:00,1.09934,1.09918,1.09975,1.09914,0
2014-10-01 03:30:00,1.09919,1.09891,1.09923,1.09873,0
2014-10-01 04:00:00,1.09893,1.09898,1.09915,1.09846,0
2014-10-01 04:30:00,1.09898,1.09946,1.09947,1.09874,0
2014-10-01 05:00:00,1.09945,1.09871,1.09947,1.09832,0
2014-10-01 05:30:00,1.09871,1.09827,1.09893,1.09808,0
2014-10-01 06:00:00,1.09827,1.09824,1.09870,1.09805,0
2014-10-01 06:30:00,1.09823,1.09826,1.09836,1.09755,0
2014-10-01 07:00:00,1.09824,1.09851,1.09854,1.09770,0
2014-10-01 07:30:00,1.09851,1.09848,1.09894,1.09841,0
2014-10-01 08:00:00,1.09849,1.09787,1.09866,1.09727,0
2014-10-01 08:30:00,1.09787,1.09814,1.09877,1.09787,0
2014-10-01 09:00:00,1.09814,1.09792,1.09833,1.09754,0
2014-10-01 09:30:00,1.09791,1.09758,1.09806,1.09694,0
2014-10-01 10:00:00,1.09757,1.09822,1.09834,1.09750,0
2014-10-01 10:30:00,1.09821,1.09850,1.09856,1.09784,0
2014-10-01 11:00:00,1.09851,1.09899,1.09941,1.09836,0
2014-10-01 11:30:00,1.09900,1.09911,1.09923,1.09885,0
2014-10-01 12:00:00,1.09910,1.09744,1.09993,1.09689,0
2014-10-01 12:30:00,1.09744,1.09625,1.09770,1.09594,0
2014-10-01 13:00:00,1.09624,1.09676,1.09709,1.09575,0
2014-10-01 13:30:00,1.09675,1.09543,1.09700,1.09443,0
2014-10-01 14:00:00,1.09543,1.09508,1.09543,1.09260,0
2014-10-01 14:30:00,1.09507,1.09583,1.09593,1.09430,0
2014-10-01 15:00:00,1.09582,1.09511,1.09620,1.09496,0
2014-10-01 15:30:00,1.09510,1.09310,1.09536,1.09267,0
2014-10-01 16:00:00,1.09309,1.09286,1.09339,1.09136,0
2014-10-01 16:30:00,1.09287,1.09293,1.09348,1.09265,0
2014-10-01 17:00:00,1.09293,1.09287,1.09368,1.09272,0
2014-10-01 17:30:00,1.09287,1.09306,1.09314,1.09230,0
2014-10-01 18:00:00,1.09306,1.09256,1.09335,1.09251,0
2014-10-01 18:30:00,1.09256,1.09189,1.09264,1.09148,0
2014-10-01 19:00:00,1.09192,1.09083,1.09231,1.08994,0
